NIK,PK,PERFORMANCE,COMPETENCY,LEARNING POINT,Kerja Ibadah,Apresiasi,Lebih cepat,Aktif bersama
200700326,0.970873786407767,0.9578947368421052,0.6764705882352944,0.0,0.9444444444444444,0.9655172413793103,0.896551724137931,0.7678571428571427
199500085,0.9029126213592233,0.8631578947368421,0.47058823529411775,0.0,0.8666666666666667,0.7586206896551724,0.8275862068965518,0.9821428571428571
199500048,0.883495145631068,0.9157894736842104,0.5588235294117645,0.0,0.9555555555555555,0.9827586206896552,1.0,0.9999999999999999
200700297,0.9514563106796117,0.968421052631579,0.7941176470588229,0.0,0.9111111111111112,0.8103448275862069,1.0,0.8928571428571427
201600670,0.8737864077669903,0.9578947368421052,0.47058823529411775,0.0,0.9444444444444444,0.9655172413793103,1.0,0.9821428571428571
199500049,0.8737864077669903,0.968421052631579,0.5,0.0,0.6444444444444445,0.5344827586206897,0.6724137931034484,0.4285714285714285
199600129,0.970873786407767,0.9157894736842104,0.8235294117647056,0.0,0.9777777777777779,0.896551724137931,1.0,0.9999999999999999
199500059,0.9126213592233009,0.8842105263157893,0.6176470588235294,0.0,0.9888888888888889,0.9310344827586206,0.8448275862068966,0.9285714285714285
201700733,0.9611650485436893,0.9473684210526315,0.8235294117647056,1.0,0.9555555555555555,1.0,1.0,0.9999999999999999
201801023,0.9514563106796117,0.9473684210526315,0.6176470588235294,1.0,1.0,1.0,1.0,0.9999999999999999
201903269,0.9611650485436893,0.9263157894736841,0.5882352941176472,1.0,1.0,0.896551724137931,0.7413793103448276,0.7857142857142857
202104089,0.970873786407767,0.9473684210526315,0.6764705882352944,1.0,1.0,1.0,1.0,0.9999999999999999
201600660,0.970873786407767,0.9578947368421052,0.5294117647058822,1.0,0.9666666666666666,0.9482758620689655,0.9655172413793103,0.8035714285714285
201600647,0.970873786407767,0.9368421052631578,0.47058823529411775,1.0,0.8666666666666667,0.6206896551724139,0.6551724137931036,0.5892857142857143
201903571,0.970873786407767,0.9368421052631578,0.38235294117647056,1.0,0.8333333333333333,0.6206896551724139,0.6206896551724139,0.6071428571428571
201903198,0.970873786407767,0.9263157894736841,0.23529411764705843,1.0,0.8333333333333333,0.7068965517241379,0.5172413793103448,0.5892857142857143
199700087,0.970873786407767,0.9578947368421052,0.44117647058823506,1.0,0.9666666666666666,0.8620689655172415,0.8275862068965518,0.8571428571428571
201800932,0.970873786407767,0.9368421052631578,0.5,1.0,0.9444444444444444,0.6206896551724139,0.6896551724137931,0.6964285714285713
201500608,0.970873786407767,0.9157894736842104,0.4117647058823528,1.0,0.8777777777777778,0.603448275862069,0.6896551724137931,0.6607142857142857
201902913,0.970873786407767,0.9368421052631578,0.4117647058823528,1.0,0.788888888888889,0.6206896551724139,0.6206896551724139,0.8035714285714285
201500613,0.970873786407767,0.9473684210526315,0.8823529411764701,1.0,0.9111111111111112,0.9655172413793103,1.0,0.9999999999999999
201300534,0.970873786407767,0.9578947368421052,0.8529411764705879,1.0,1.0,0.9827586206896552,0.9827586206896552,0.9999999999999999
200800369,0.970873786407767,0.9368421052631578,0.7352941176470589,1.0,1.0,1.0,1.0,0.9999999999999999
201903147,0.970873786407767,0.9789473684210527,0.9411764705882351,1.0,1.0,1.0,0.9655172413793103,0.9999999999999999
200300191,1.0,0.9999999999999999,0.5882352941176472,1.0,0.9555555555555555,1.0,1.0,0.8928571428571427
201000366,0.970873786407767,0.968421052631579,0.44117647058823506,1.0,1.0,0.9827586206896552,0.9137931034482758,0.9999999999999999
200300192,0.970873786407767,0.9578947368421052,0.4117647058823528,1.0,1.0,0.9827586206896552,0.896551724137931,0.9642857142857141
201600655,0.8932038834951457,0.8631578947368421,0.6470588235294117,1.0,0.9444444444444444,0.9310344827586206,0.8620689655172415,0.8571428571428571
201700849,0.970873786407767,0.9473684210526315,0.5588235294117645,1.0,0.6444444444444445,1.0,0.8275862068965518,0.6785714285714285
201400561,0.970873786407767,0.9473684210526315,0.6176470588235294,1.0,0.8888888888888888,0.7931034482758621,0.8620689655172415,0.8392857142857143
200800340,0.970873786407767,0.9473684210526315,0.47058823529411775,1.0,0.9888888888888889,1.0,0.896551724137931,0.9821428571428571
202003810,0.970873786407767,0.9473684210526315,0.5588235294117645,1.0,0.9444444444444444,1.0,0.8275862068965518,0.8928571428571427
201903381,0.970873786407767,0.9263157894736841,0.35294117647058787,1.0,0.9444444444444444,0.9827586206896552,0.7586206896551724,0.7857142857142857
201200410,0.970873786407767,0.9473684210526315,0.35294117647058787,1.0,0.9000000000000001,0.6724137931034484,0.896551724137931,0.8035714285714285
200500231,0.9514563106796117,0.8947368421052629,0.47058823529411775,1.0,0.8555555555555555,0.5862068965517242,0.7931034482758621,0.6249999999999999
201400568,0.970873786407767,0.9578947368421052,0.5294117647058822,1.0,0.811111111111111,0.9655172413793103,0.6551724137931036,0.9999999999999999
201300524,0.970873786407767,0.9263157894736841,0.23529411764705843,1.0,0.9333333333333333,0.9482758620689655,0.5517241379310345,0.8571428571428571
201400588,0.970873786407767,0.9368421052631578,0.6176470588235294,1.0,0.9111111111111112,0.9827586206896552,0.6896551724137931,0.9999999999999999
201700738,0.970873786407767,0.9473684210526315,0.4117647058823528,1.0,0.9555555555555555,0.896551724137931,0.5862068965517242,0.6071428571428571
201800885,0.8932038834951457,0.8526315789473684,0.7058823529411766,1.0,0.9111111111111112,0.8448275862068966,0.896551724137931,0.7857142857142857
200700298,0.970873786407767,0.9263157894736841,0.5588235294117645,1.0,0.7777777777777778,0.6379310344827587,0.8103448275862069,0.7142857142857141
199400044,0.970873786407767,0.9368421052631578,0.5,1.0,0.9555555555555555,0.8275862068965518,0.8793103448275863,0.8928571428571427
201400562,0.9611650485436893,0.9157894736842104,0.38235294117647056,1.0,0.9111111111111112,0.6724137931034484,0.896551724137931,0.8928571428571427
201400560,0.9611650485436893,0.9473684210526315,0.35294117647058787,1.0,0.9444444444444444,0.7758620689655173,0.9655172413793103,0.9642857142857141
201600681,0.9611650485436893,0.9894736842105262,0.35294117647058787,1.0,0.7999999999999999,0.7931034482758621,0.896551724137931,0.8749999999999999
200500235,0.970873786407767,0.9368421052631578,0.3235294117647056,1.0,0.9000000000000001,0.896551724137931,0.7241379310344827,0.9464285714285713
201903170,0.970873786407767,0.9157894736842104,0.5588235294117645,1.0,0.8222222222222222,0.8620689655172415,0.896551724137931,0.7857142857142857
202003997,0.970873786407767,0.9263157894736841,0.23529411764705843,1.0,0.9555555555555555,0.896551724137931,0.7586206896551724,0.8035714285714285
201700700,0.970873786407767,0.9473684210526315,0.7647058823529416,1.0,0.9444444444444444,0.896551724137931,0.896551724137931,0.9999999999999999
201903053,0.9611650485436893,0.9473684210526315,0.6176470588235294,1.0,0.9444444444444444,0.8620689655172415,0.9137931034482758,0.9999999999999999
201700741,0.9611650485436893,0.9368421052631578,0.5882352941176472,1.0,0.9555555555555555,0.9827586206896552,0.896551724137931,0.9999999999999999
201600732,0.970873786407767,0.9368421052631578,0.6176470588235294,1.0,0.9444444444444444,0.9827586206896552,0.896551724137931,0.9821428571428571
201903266,0.970873786407767,0.9263157894736841,0.6176470588235294,1.0,0.9444444444444444,0.896551724137931,0.9310344827586206,0.9999999999999999
201903572,0.970873786407767,0.9368421052631578,0.6470588235294117,1.0,0.9555555555555555,0.896551724137931,0.9310344827586206,0.9999999999999999
202104129,0.970873786407767,0.9263157894736841,0.4117647058823528,0.53,0.9333333333333333,0.8620689655172415,0.896551724137931,0.9642857142857141
201300499,0.970873786407767,0.9789473684210527,0.6176470588235294,1.0,0.9333333333333333,0.8103448275862069,1.0,0.9107142857142855
201801110,0.9611650485436893,0.9473684210526315,0.6470588235294117,1.0,0.9111111111111112,0.9827586206896552,0.896551724137931,0.8571428571428571
201700743,0.9320388349514563,0.9052631578947367,0.6176470588235294,1.0,0.8555555555555555,0.8620689655172415,0.5172413793103448,0.7857142857142857
199700121,0.9514563106796117,0.9263157894736841,0.5588235294117645,0.95,1.0,0.9655172413793103,0.9655172413793103,0.9821428571428571
201903029,0.8155339805825242,0.7999999999999999,0.6764705882352944,1.0,0.9777777777777779,0.9655172413793103,0.9655172413793103,0.9999999999999999
201500618,0.9611650485436893,0.9368421052631578,0.7058823529411766,1.0,1.0,0.9827586206896552,0.896551724137931,0.9821428571428571
201700992,0.8155339805825242,0.8210526315789473,0.8823529411764701,1.0,1.0,0.9827586206896552,0.9655172413793103,0.9999999999999999
201500634,0.9223300970873786,0.8947368421052629,0.44117647058823506,1.0,0.9555555555555555,0.9827586206896552,0.8448275862068966,0.8928571428571427
201903024,0.941747572815534,0.9052631578947367,0.47058823529411775,1.0,1.0,1.0,0.7586206896551724,0.9999999999999999
200000161,0.8737864077669903,0.8736842105263156,0.7941176470588229,1.0,0.9777777777777779,0.8448275862068966,0.9655172413793103,0.9285714285714285
